Year,Month,Day,Hour,Week,Tapioca Pearls (Boba),Lychee Jelly,Aloe Vera Bits,Grass Jelly,Fresh Milk,Red Beans,Cups (Regular),Straws (Regular),Straws (Jumbo),Napkins (Regular),To-Go Bags (Small),Lids (Dome),Lids (Flat),Condiment Station Supplies,Taro,Matcha,Brown Sugar,Black Sugar,Strawberry Milk Cream,Mango Milk Cream,Sago,Crystal Jelly,Jasmine Green Tea Leaves,Passion Fruit Tea Leaves,Oolong Tea Leaves
2024,11,8,4,23,9,8,1,3,13,1,29,20,9,29,29,3,26,19,3,4,6,6,3,2,2,2,3,4,1
2024,11,8,5,23,5,10,1,2,15,5,32,27,5,32,32,4,28,18,1,7,4,4,4,4,4,4,4,5,1
2024,11,8,6,23,2,6,1,5,9,3,25,23,2,25,25,1,24,15,1,7,1,9,1,3,3,3,3,3,1
2024,11,8,7,23,5,6,2,1,10,1,27,22,5,27,27,3,24,15,4,6,1,6,3,5,5,5,2,3,2
2024,11,8,8,23,11,10,5,2,15,2,39,28,11,39,39,6,33,23,6,4,5,4,6,2,2,2,4,5,5
2024,11,8,9,23,7,12,2,3,8,1,34,27,7,34,34,1,33,16,5,5,2,7,1,5,5,5,5,6,2
2024,11,8,10,23,9,2,6,3,16,6,35,26,9,35,35,3,32,24,5,9,4,6,3,2,2,2,2,1,6
2024,11,8,11,23,4,6,1,3,12,5,31,27,4,31,31,2,29,16,1,7,3,5,2,6,6,6,5,3,1
2024,11,9,0,24,10,2,5,4,18,3,42,32,10,42,42,4,38,27,5,9,5,10,4,4,4,4,5,1,5
2024,11,9,1,24,8,4,2,6,12,4,29,21,8,29,29,1,28,20,2,5,6,7,1,4,4,4,1,2,2
2024,11,9,2,24,3,2,2,4,13,3,27,24,3,27,27,6,21,19,2,6,1,7,6,4,4,4,1,1,2
2024,11,9,3,24,12,12,4,4,15,5,41,29,12,41,41,2,39,25,6,7,6,6,2,5,5,5,1,6,4
2024,11,9,4,24,10,6,2,2,17,2,38,28,10,38,38,6,32,25,6,7,4,7,6,2,2,2,6,3,2
2024,11,9,5,24,10,10,4,5,23,6,51,41,10,51,51,6,45,32,4,11,6,10,6,5,5,5,5,5,4
2024,11,9,6,24,7,2,6,4,12,3,35,28,7,35,35,2,33,20,4,7,3,8,2,5,5,5,3,1,6
2024,11,9,7,24,7,2,6,1,11,1,29,22,7,29,29,3,26,18,6,7,1,7,3,1,1,1,3,1,6
2024,11,9,8,24,9,6,6,2,15,3,37,28,9,37,37,6,31,22,5,5,4,4,6,2,2,2,4,3,6
2024,11,9,9,24,7,2,3,6,16,5,38,31,7,38,38,5,33,28,6,10,1,11,5,2,2,2,4,1,3
2024,11,9,10,24,9,12,5,4,16,5,45,36,9,45,45,4,41,26,6,9,3,8,4,3,3,3,5,6,5
2024,11,9,11,24,8,4,6,4,15,1,37,29,8,37,37,3,34,21,2,6,6,9,3,2,2,2,6,2,6
2024,11,10,0,24,2,12,4,6,14,3,38,36,2,38,38,4,34,21,1,9,1,12,4,1,1,1,6,6,4
2024,11,10,1,24,11,12,2,5,21,4,46,35,11,46,46,6,40,31,5,9,6,10,6,3,3,3,4,6,2
2024,11,10,2,24,5,8,4,6,11,4,36,31,5,36,36,2,34,21,4,8,1,10,2,6,6,6,1,4,4
2024,11,10,3,24,6,10,4,4,13,2,34,28,6,34,34,4,30,20,3,6,3,8,4,3,3,3,2,5,4
2024,11,10,4,24,6,12,5,6,19,5,47,41,6,47,47,6,41,29,4,11,2,12,6,6,6,6,1,6,5
2024,11,10,5,24,9,10,1,4,15,4,32,23,9,32,32,2,30,23,4,8,5,8,2,2,2,2,1,5,1
2024,11,10,6,24,8,10,1,6,16,6,38,30,8,38,38,6,32,27,5,7,3,7,6,2,2,2,3,5,1
2024,11,10,7,24,7,6,1,5,12,4,36,29,7,36,36,1,35,22,5,9,2,10,1,4,4,4,6,3,1
2024,11,10,8,24,4,6,1,5,12,3,30,26,4,30,30,2,28,19,2,8,2,10,2,6,6,6,1,3,1
2024,11,10,9,24,8,4,4,5,15,6,43,35,8,43,43,1,42,25,5,11,3,10,1,6,6,6,6,2,4
2024,11,10,10,24,5,4,1,2,14,3,31,26,5,31,31,6,25,17,1,4,4,3,6,5,5,5,6,2,1
2024,11,10,11,24,8,6,6,3,12,3,37,29,8,37,37,2,35,21,6,8,2,8,2,3,3,3,4,3,6
2024,11,11,0,24,6,4,1,1,13,4,25,19,6,25,25,2,23,15,1,6,5,3,2,3,3,3,4,2,1
2024,11,11,1,24,8,6,6,2,13,2,31,23,8,31,31,3,28,18,3,5,5,5,3,1,1,1,3,3,6
2024,11,11,2,24,5,10,5,4,9,2,34,29,5,34,34,2,32,14,1,3,4,5,2,6,6,6,4,5,5
2024,11,11,3,24,7,8,5,1,12,1,30,23,7,30,30,4,26,15,2,3,5,3,4,2,2,2,4,4,5
2024,11,11,4,24,12,6,5,6,15,1,40,28,12,40,40,2,38,27,6,7,6,12,2,3,3,3,2,3,5
2024,11,11,5,24,10,8,3,6,14,2,40,30,10,40,40,1,39,24,4,7,6,11,1,3,3,3,6,4,3
2024,11,11,6,24,9,4,5,5,16,4,38,29,9,38,38,5,33,25,4,6,5,7,5,4,4,4,2,2,5
2024,11,11,7,24,8,6,3,6,14,5,40,32,8,40,40,4,36,25,5,7,3,8,4,6,6,6,3,3,3
2024,11,11,8,24,9,12,4,3,16,6,38,29,9,38,38,2,36,25,6,11,3,8,2,2,2,2,1,6,4
2024,11,11,9,24,9,12,1,1,18,6,37,28,9,37,37,3,34,24,5,11,4,6,3,2,2,2,4,6,1
2024,11,11,10,24,2,8,5,5,11,3,31,29,2,31,31,6,25,17,1,4,1,6,6,4,4,4,1,4,5
2024,11,11,11,24,10,2,1,1,14,3,28,18,10,28,28,5,23,21,6,5,4,3,5,4,4,4,1,1,1
2024,11,12,0,24,8,2,2,3,10,5,27,19,8,27,27,1,26,19,6,7,2,5,1,3,3,3,2,1,2
2024,11,12,1,24,8,6,1,2,19,2,37,29,8,37,37,6,31,23,2,7,6,7,6,4,4,4,6,3,1
2024,11,12,2,24,3,10,2,5,8,1,27,24,3,27,27,4,23,15,2,3,1,7,4,2,2,2,3,5,2
2024,11,12,3,24,10,12,5,6,11,2,41,31,10,41,41,2,39,23,6,5,4,9,2,6,6,6,1,6,5
2024,11,12,4,24,7,10,3,6,17,6,42,35,7,42,42,5,37,27,4,9,3,9,5,3,3,3,4,5,3
2024,11,12,5,24,3,10,4,4,7,1,27,24,3,27,27,2,25,12,1,3,2,6,2,5,5,5,1,5,4
2024,11,12,6,24,5,4,6,6,15,6,44,39,5,44,44,2,42,25,4,12,1,12,2,6,6,6,5,2,6
2024,11,12,7,24,8,12,2,6,16,5,41,33,8,41,41,6,35,28,6,8,2,9,6,2,2,2,3,6,2
2024,11,12,8,24,7,2,5,3,20,3,34,27,7,34,34,6,28,24,1,8,6,8,6,3,3,3,1,1,5
2024,11,12,9,24,8,12,6,4,7,2,33,25,8,33,33,2,31,17,6,3,2,5,2,3,3,3,1,6,6
2024,11,12,10,24,3,6,2,1,14,6,30,27,3,30,30,1,29,17,2,12,1,7,1,3,3,3,5,3,2
2024,11,12,11,24,5,4,6,1,9,1,25,20,5,25,25,6,19,14,4,2,1,2,6,2,2,2,1,2,6
2024,11,13,0,24,5,2,6,1,10,5,26,21,5,26,26,2,24,15,4,7,1,3,2,3,3,3,1,1,6
2024,11,13,1,24,8,6,6,1,17,2,32,24,8,32,32,3,29,20,2,8,6,7,3,2,2,2,1,3,6
2024,11,13,2,24,6,10,1,4,9,2,27,21,6,27,27,5,22,18,5,3,1,5,5,2,2,2,1,5,1
2024,11,13,3,24,7,2,4,2,12,2,32,25,7,32,32,4,28,20,6,7,1,7,4,6,6,6,1,1,4
2024,11,13,4,24,6,2,5,2,9,5,29,23,6,29,29,1,28,16,5,7,1,4,1,2,2,2,5,1,5
2024,11,13,5,24,7,6,4,6,16,5,36,29,7,36,36,6,30,25,3,6,4,7,6,3,3,3,1,3,4
2024,11,13,6,24,5,2,1,4,13,3,29,24,5,29,29,5,24,20,3,6,2,7,5,6,6,6,1,1,1
2024,11,13,7,24,5,10,6,6,17,4,47,42,5,47,47,5,42,26,3,10,2,12,5,4,4,4,6,5,6
2024,11,13,8,24,5,6,2,6,10,4,34,29,5,34,34,1,33,20,4,8,1,10,1,6,6,6,3,3,2
2024,11,13,9,24,8,10,3,5,13,6,40,32,8,40,40,2,38,23,5,8,3,7,2,6,6,6,3,5,3
2024,11,13,10,24,11,4,5,5,12,2,33,22,11,33,33,3,30,22,5,3,6,6,3,2,2,2,2,2,5
2024,11,13,11,24,6,8,5,5,13,6,36,30,6,36,36,4,32,23,5,8,1,7,4,1,1,1,3,4,5
2024,11,14,0,24,5,6,1,1,11,2,25,20,5,25,25,2,23,14,2,6,3,5,2,4,4,4,3,3,1
2024,11,14,1,24,9,6,6,3,14,5,39,30,9,39,39,2,37,22,5,8,4,6,2,2,2,2,6,3,6
2024,11,14,2,24,7,4,3,2,15,5,31,24,7,31,31,3,28,19,2,7,5,4,3,5,5,5,2,2,3
2024,11,14,3,24,9,2,5,3,13,1,34,25,9,34,34,5,29,20,4,3,5,5,5,4,4,4,4,1,5
2024,11,14,4,24,7,12,5,6,15,4,45,38,7,45,45,5,40,27,6,9,1,11,5,3,3,3,4,6,5
2024,11,14,5,24,6,6,3,6,15,5,33,27,6,33,33,1,32,24,3,11,3,12,1,1,1,1,2,3,3
2024,11,14,6,24,6,10,1,5,8,3,28,22,6,28,28,1,27,18,5,6,1,8,1,2,2,2,2,5,1
2024,11,14,7,24,3,8,5,5,11,1,34,31,3,34,34,2,32,17,1,7,2,11,2,6,6,6,2,4,5
2024,11,14,8,24,6,8,6,1,11,4,31,25,6,31,31,1,30,14,2,6,4,3,1,4,4,4,3,4,6
2024,11,14,9,24,5,4,6,6,11,3,38,33,5,38,38,5,33,20,3,4,2,7,5,5,5,5,5,2,6
2024,11,14,10,24,11,8,3,2,14,1,37,26,11,37,37,3,34,22,6,6,5,7,3,5,5,5,3,4,3
2024,11,14,11,24,6,2,5,6,12,1,30,24,6,30,30,4,26,20,2,4,4,9,4,2,2,2,2,1,5
2024,11,15,0,24,9,10,6,6,15,4,44,35,9,44,44,3,41,27,6,9,3,11,3,4,4,4,2,5,6
2024,11,15,1,24,8,8,3,3,15,6,35,27,8,35,35,4,31,22,4,7,4,4,4,2,2,2,4,4,3
2024,11,15,2,24,6,6,1,2,12,4,28,22,6,28,28,1,27,16,2,7,4,5,1,2,2,2,6,3,1
2024,11,15,3,24,7,12,4,2,7,2,31,24,7,31,31,1,30,14,5,4,2,4,1,2,2,2,5,6,4
2024,11,15,4,24,7,12,4,1,10,3,31,24,7,31,31,4,27,16,5,4,2,2,4,4,4,4,1,6,4
2024,11,15,5,24,9,8,6,1,15,4,36,27,9,36,36,3,33,22,6,9,3,6,3,2,2,2,2,4,6
2024,11,15,6,24,4,4,1,6,15,6,33,29,4,33,33,4,29,24,3,10,1,10,4,5,5,5,1,2,1
2024,11,15,7,24,7,10,6,2,10,2,35,28,7,35,35,2,33,15,3,4,4,4,2,6,6,6,3,5,6
2024,11,15,8,24,6,12,5,1,19,6,42,36,6,42,42,6,36,23,3,10,3,5,6,4,4,4,4,6,5
2024,11,15,9,24,4,10,3,5,13,3,35,31,4,35,35,3,32,19,1,7,3,9,3,3,3,3,5,5,3
2024,11,15,10,24,7,6,2,5,14,4,33,26,7,33,33,2,31,24,5,10,2,11,2,1,1,1,3,3,2
2024,11,15,11,24,10,4,2,3,17,4,30,20,10,30,30,5,25,24,4,6,6,5,5,1,1,1,1,2,2
2024,11,16,0,25,10,12,1,6,16,6,38,28,10,38,38,2,36,28,6,10,4,10,2,1,1,1,2,6,1
2024,11,16,1,25,9,10,6,3,14,5,34,25,9,34,34,2,32,21,4,7,5,5,2,1,1,1,1,5,6
2024,11,16,2,25,10,4,4,6,14,1,37,27,10,37,37,6,31,25,5,3,5,8,6,1,1,1,5,2,4
2024,11,16,3,25,10,8,3,4,13,2,34,24,10,34,34,3,31,23,6,6,4,8,3,2,2,2,2,4,3
2024,11,16,4,25,8,4,6,3,21,4,44,36,8,44,44,5,39,26,2,10,6,9,5,4,4,4,6,2,6
2024,11,16,5,25,7,4,4,4,13,1,31,24,7,31,31,4,27,18,1,3,6,6,4,3,3,3,4,2,4
2024,11,16,6,25,8,2,3,4,17,4,32,24,8,32,32,4,28,23,2,7,6,7,4,4,4,4,1,1,3
2024,11,16,7,25,7,12,4,5,14,1,41,34,7,41,41,1,40,20,1,7,6,11,1,5,5,5,6,6,4
2024,11,16,8,25,8,12,4,2,14,4,35,27,8,35,35,4,31,19,3,5,5,3,4,4,4,4,2,6,4
2024,11,16,9,25,4,12,4,6,13,3,37,33,4,37,37,3,34,20,1,7,3,10,3,5,5,5,2,6,4
2024,11,16,10,25,8,8,5,4,16,6,39,31,8,39,39,3,36,25,5,10,3,8,3,2,2,2,3,4,5
2024,11,16,11,25,9,4,3,6,16,2,42,33,9,42,42,6,36,28,6,7,3,11,6,4,4,4,5,2,3
2024,11,17,0,25,5,12,1,1,12,1,32,27,5,32,32,3,29,14,1,5,4,5,3,6,6,6,5,6,1
2024,11,17,1,25,4,6,3,3,15,4,30,26,4,30,30,2,28,19,1,10,3,9,2,2,2,2,3,3,3
2024,11,17,2,25,12,2,2,3,11,1,32,20,12,32,32,2,30,20,6,3,6,5,2,4,4,4,5,1,2
2024,11,17,3,25,8,12,4,6,12,4,41,33,8,41,41,2,39,23,5,7,3,9,2,4,4,4,4,6,4
2024,11,17,4,25,11,8,6,4,12,3,34,23,11,34,34,3,31,22,6,4,5,5,3,1,1,1,1,4,6
2024,11,17,5,25,6,2,3,1,13,2,31,25,6,31,31,3,28,18,4,8,2,7,3,4,4,4,5,1,3
2024,11,17,6,25,9,8,4,3,15,4,40,31,9,40,40,2,38,24,6,10,3,9,2,3,3,3,5,4,4
2024,11,17,7,25,10,12,6,4,16,4,46,36,10,46,46,3,43,26,6,9,4,9,3,5,5,5,3,6,6
2024,11,17,8,25,6,2,5,4,14,4,31,25,6,31,31,3,28,21,3,8,3,8,3,1,1,1,3,1,5
2024,11,17,9,25,6,12,2,1,17,3,35,29,6,35,35,6,29,19,1,6,5,4,6,5,5,5,3,6,2
2024,11,17,10,25,7,2,4,2,15,5,29,22,7,29,29,2,27,22,5,11,2,8,2,1,1,1,1,1,4
2024,11,17,11,25,6,4,4,1,14,4,31,25,6,31,31,5,26,17,2,5,4,2,5,3,3,3,5,2,4
2024,11,18,0,25,8,12,3,5,14,2,40,32,8,40,40,4,36,22,3,5,5,8,4,6,6,6,3,6,3
2024,11,18,1,25,5,8,5,4,19,4,45,40,5,45,45,6,39,24,1,9,4,9,6,6,6,6,6,4,5
2024,11,18,2,25,6,10,4,6,12,2,39,33,6,39,39,5,34,21,3,4,3,8,5,5,5,5,4,5,4
2024,11,18,3,25,4,2,5,5,18,6,41,37,4,41,41,4,37,25,2,12,2,11,4,5,5,5,5,1,5
2024,11,18,4,25,7,4,3,5,10,6,29,22,7,29,29,1,28,21,6,8,1,7,1,2,2,2,1,2,3
2024,11,18,5,25,7,2,1,5,17,6,31,24,7,31,31,3,28,27,5,12,2,11,3,1,1,1,1,1,1
2024,11,18,6,25,8,10,4,2,12,2,35,27,8,35,35,3,32,19,5,6,3,6,3,6,6,6,1,5,4
2024,11,18,7,25,5,8,6,2,17,4,37,32,5,37,37,6,31,21,2,8,3,6,6,5,5,5,1,4,6
2024,11,18,8,25,8,6,5,1,16,2,29,21,8,29,29,6,23,19,2,4,6,3,6,1,1,1,1,3,5
2024,11,18,9,25,3,2,3,1,19,5,37,34,3,37,37,6,31,21,1,11,2,7,6,6,6,6,6,1,3
2024,11,18,10,25,6,8,2,2,9,1,24,18,6,24,24,1,23,15,4,6,2,7,1,1,1,1,2,4,2
2024,11,18,11,25,11,10,2,6,15,1,39,28,11,39,39,3,36,26,5,6,6,11,3,5,5,5,1,5,2
2024,11,19,0,25,5,12,1,4,13,2,31,26,5,31,31,6,25,19,2,4,3,6,6,2,2,2,3,6,1
2024,11,19,1,25,3,6,5,4,10,1,28,25,3,28,28,6,22,16,2,3,1,6,6,3,3,3,1,3,5
2024,11,19,2,25,5,4,4,4,11,4,32,27,5,32,32,2,30,19,4,8,1,8,2,1,1,1,6,2,4
2024,11,19,3,25,7,8,2,1,11,1,24,17,7,24,24,2,22,13,1,3,6,3,2,3,3,3,2,4,2
2024,11,19,4,25,7,12,4,5,11,1,34,27,7,34,34,4,30,18,2,2,5,6,4,2,2,2,4,6,4
2024,11,19,5,25,4,12,6,3,11,5,36,32,4,36,36,1,35,17,3,9,1,7,1,2,2,2,5,6,6
2024,11,19,6,25,8,8,3,3,15,3,34,26,8,34,34,3,31,21,3,7,5,7,3,2,2,2,4,4,3
2024,11,19,7,25,7,10,6,4,19,4,43,36,7,43,43,6,37,26,3,9,4,9,6,4,4,4,2,5,6
2024,11,19,8,25,10,8,3,4,15,3,40,30,10,40,40,4,36,25,6,7,4,8,4,4,4,4,4,4,3
2024,11,19,9,25,7,4,1,3,14,2,31,24,7,31,31,3,28,18,1,5,6,6,3,5,5,5,5,2,1
2024,11,19,10,25,7,6,5,5,13,3,35,28,7,35,35,2,33,22,4,8,3,10,2,4,4,4,1,3,5
2024,11,19,11,25,5,10,5,4,12,2,39,34,5,39,39,4,35,18,2,5,3,7,4,6,6,6,5,5,5
2024,11,20,0,25,7,12,3,2,13,4,34,27,7,34,34,3,31,17,2,5,5,3,3,2,2,2,6,6,3
2024,11,20,1,25,7,6,5,1,17,2,35,28,7,35,35,6,29,19,1,5,6,4,6,6,6,6,2,3,5
2024,11,20,2,25,9,8,6,5,13,6,37,28,9,37,37,2,35,23,5,7,4,6,2,1,1,1,3,4,6
2024,11,20,3,25,11,12,5,5,15,3,40,29,11,40,40,1,39,25,5,8,6,10,1,1,1,1,3,6,5
2024,11,20,4,25,8,8,6,6,10,1,36,28,8,36,36,4,32,22,6,4,2,9,4,1,1,1,3,4,6
2024,11,20,5,25,8,4,3,6,11,1,28,20,8,28,28,2,26,19,2,3,6,8,2,3,3,3,1,2,3
2024,11,20,6,25,8,4,3,1,12,1,31,23,8,31,31,3,28,18,5,6,3,6,3,4,4,4,4,2,3
2024,11,20,7,25,8,6,5,2,9,1,36,28,8,36,36,5,31,17,6,2,2,3,5,5,5,5,6,3,5
2024,11,20,8,25,7,6,5,5,15,6,37,30,7,37,37,6,31,25,5,7,2,6,6,2,2,2,2,3,5
2024,11,20,9,25,5,4,3,2,11,3,29,24,5,29,29,3,26,17,4,7,1,6,3,6,6,6,1,2,3
2024,11,20,10,25,8,4,5,6,13,5,34,26,8,34,34,2,32,22,3,6,5,7,2,4,4,4,1,2,5
2024,11,20,11,25,8,4,4,6,14,4,38,30,8,38,38,4,34,24,4,6,4,8,4,6,6,6,2,2,4
2024,11,21,0,25,8,4,5,4,14,6,39,31,8,39,39,2,37,22,4,8,4,6,2,5,5,5,5,2,5
2024,11,21,1,25,2,2,1,2,8,2,18,16,2,18,18,1,17,11,1,6,1,6,1,4,4,4,1,1,1
2024,11,21,2,25,9,8,5,5,10,4,33,24,9,33,33,1,32,20,5,5,4,6,1,2,2,2,2,4,5
2024,11,21,3,25,3,2,1,3,7,2,24,21,3,24,24,1,23,11,1,4,2,5,1,6,6,6,5,1,1
2024,11,21,4,25,8,8,4,5,13,5,38,30,8,38,38,2,36,22,4,7,4,7,2,5,5,5,3,4,4
2024,11,21,5,25,9,4,2,3,17,2,37,28,9,37,37,6,31,26,6,8,3,9,6,1,1,1,6,2,2
2024,11,21,6,25,4,10,2,5,6,1,27,23,4,27,27,1,26,12,1,2,3,6,1,2,2,2,6,5,2
2024,11,21,7,25,11,6,3,1,16,2,36,25,11,36,36,6,30,22,5,4,6,3,6,6,6,6,2,3,3
2024,11,21,8,25,3,10,6,4,13,6,36,33,3,36,36,2,34,18,1,9,2,7,2,2,2,2,5,5,6
2024,11,21,9,25,8,2,6,2,9,2,26,18,8,26,26,2,24,16,5,4,3,4,2,2,2,2,1,1,6
2024,11,21,10,25,7,4,5,1,15,5,31,24,7,31,31,3,28,22,6,11,1,7,3,1,1,1,1,2,5
2024,11,21,11,25,7,2,5,2,13,2,33,26,7,33,33,4,29,16,1,3,6,3,4,5,5,5,6,1,5
2024,11,22,0,25,6,12,4,5,16,4,43,37,6,43,43,6,37,26,5,9,1,10,6,5,5,5,2,6,4
2024,11,22,1,25,8,4,1,4,16,5,32,24,8,32,32,6,26,26,6,8,2,7,6,2,2,2,1,2,1
2024,11,22,2,25,12,6,2,6,11,2,33,21,12,33,33,2,31,23,6,3,6,7,2,1,1,1,4,3,2
2024,11,22,3,25,5,6,3,3,11,5,29,24,5,29,29,1,28,18,4,9,1,7,1,1,1,1,4,3,3
2024,11,22,4,25,6,8,2,3,16,2,34,28,6,34,34,5,29,22,3,8,3,9,5,2,2,2,4,4,2
2024,11,22,5,25,5,6,1,5,14,4,34,29,5,34,34,5,29,21,2,6,3,7,5,4,4,4,5,3,1
2024,11,22,6,25,8,12,6,6,16,3,43,35,8,43,43,5,38,27,5,8,3,11,5,2,2,2,2,6,6
2024,11,22,7,25,5,8,1,3,13,3,32,27,5,32,32,4,28,20,4,8,1,8,4,2,2,2,5,4,1
2024,11,22,8,25,4,6,5,5,8,2,30,26,4,30,30,1,29,15,2,5,2,8,1,1,1,1,6,3,5
2024,11,22,9,25,5,4,4,6,7,1,26,21,5,26,26,2,24,16,3,3,2,8,2,2,2,2,2,2,4
2024,11,22,10,25,6,2,4,5,7,4,26,20,6,26,26,1,25,17,5,5,1,6,1,1,1,1,3,1,4
2024,11,22,11,25,9,2,4,2,13,2,31,22,9,31,31,2,29,20,5,7,4,7,2,5,5,5,1,1,4
2024,11,23,0,26,6,2,6,1,14,4,35,29,6,35,35,5,30,17,2,5,4,2,5,5,5,5,6,1,6
2024,11,23,1,26,8,4,6,6,18,4,42,34,8,42,42,4,38,28,4,10,4,12,4,1,1,1,5,2,6
2024,11,23,2,26,4,2,2,3,16,6,36,32,4,36,36,3,33,22,3,12,1,9,3,5,5,5,6,1,2
2024,11,23,3,26,5,8,4,3,15,4,32,27,5,32,32,5,27,20,2,7,3,6,5,3,3,3,1,4,4
2024,11,23,4,26,2,2,3,3,13,2,31,29,2,31,31,5,26,17,1,7,1,8,5,4,4,4,6,1,3
2024,11,23,5,26,11,10,6,3,13,1,43,32,11,43,43,1,42,21,5,6,6,8,1,5,5,5,6,5,6
2024,11,23,6,26,5,8,4,2,17,5,34,29,5,34,34,5,29,20,1,8,4,5,5,3,3,3,3,4,4
2024,11,23,7,26,8,6,1,3,9,1,29,21,8,29,29,4,25,17,5,2,3,4,4,5,5,5,3,3,1
2024,11,23,8,26,4,4,4,4,13,6,33,29,4,33,33,3,30,18,1,7,3,5,3,3,3,3,6,2,4
2024,11,23,9,26,12,2,1,4,11,3,26,14,12,26,26,1,25,21,6,4,6,5,1,1,1,1,2,1,1
2024,11,23,10,26,5,4,5,3,13,2,35,30,5,35,35,4,31,19,3,7,2,8,4,4,4,4,5,2,5
2024,11,23,11,26,11,10,1,2,15,5,36,25,11,36,36,3,33,22,5,6,6,3,3,2,2,2,6,5,1
2024,11,24,0,26,6,10,3,1,11,1,31,25,6,31,31,1,30,13,1,5,5,5,1,6,6,6,4,5,3
2024,11,24,1,26,7,12,4,4,18,5,45,38,7,45,45,4,41,26,4,11,3,10,4,3,3,3,6,6,4
2024,11,24,2,26,8,12,4,1,13,4,35,27,8,35,35,5,30,20,6,6,2,3,5,1,1,1,4,6,4
2024,11,24,3,26,6,8,4,5,11,3,32,26,6,32,32,1,31,18,2,6,4,8,1,5,5,5,1,4,4
2024,11,24,4,26,8,6,3,3,10,1,32,24,8,32,32,5,27,18,5,2,3,4,5,3,3,3,5,3,3
2024,11,24,5,26,11,12,3,1,15,3,34,23,11,34,34,1,33,21,5,8,6,6,1,1,1,1,3,6,3
2024,11,24,6,26,7,6,4,2,21,4,42,35,7,42,42,6,36,24,1,9,6,7,6,5,5,5,6,3,4
2024,11,24,7,26,7,6,2,5,14,6,29,22,7,29,29,2,27,21,2,7,5,6,2,1,1,1,2,3,2
2024,11,24,8,26,6,10,2,5,11,4,33,27,6,33,33,4,29,20,4,5,2,6,4,4,4,4,2,5,2
2024,11,24,9,26,7,10,1,5,10,1,33,26,7,33,33,3,30,20,5,5,2,9,3,3,3,3,4,5,1
2024,11,24,10,26,8,12,5,5,11,1,38,30,8,38,38,4,34,19,3,2,5,6,4,3,3,3,5,6,5
2024,11,24,11,26,12,12,6,1,16,3,46,34,12,46,46,1,45,23,6,9,6,7,1,5,5,5,6,6,6
2024,11,25,0,26,7,4,1,3,9,3,23,16,7,23,23,1,22,15,3,4,4,4,1,1,1,1,4,2,1
2024,11,25,1,26,6,10,1,3,18,4,35,29,6,35,35,4,31,23,2,10,4,9,4,2,2,2,4,5,1
2024,11,25,2,26,9,8,2,4,16,1,41,32,9,41,41,6,35,25,5,6,4,9,6,5,5,5,5,4,2
2024,11,25,3,26,4,8,5,3,9,4,30,26,4,30,30,1,29,15,3,7,1,6,1,3,3,3,3,4,5
2024,11,25,4,26,4,2,4,5,18,5,38,34,4,38,38,4,34,24,1,11,3,11,4,3,3,3,6,1,4
2024,11,25,5,26,6,2,6,2,12,4,31,25,6,31,31,3,28,19,5,8,1,6,3,4,4,4,1,1,6
2024,11,25,6,26,11,2,4,6,14,3,34,23,11,34,34,3,31,25,5,5,6,8,3,2,2,2,2,1,4
2024,11,25,7,26,5,2,5,2,14,4,30,25,5,30,30,2,28,17,1,8,4,6,2,6,6,6,1,1,5
2024,11,25,8,26,10,12,3,2,9,1,32,22,10,32,32,2,30,17,6,3,4,4,2,1,1,1,5,6,3
2024,11,25,9,26,5,4,1,2,17,4,31,26,5,31,31,6,25,21,2,8,3,6,6,3,3,3,4,2,1
2024,11,25,10,26,7,12,6,4,10,1,37,30,7,37,37,3,34,19,5,5,2,8,3,1,1,1,5,6,6
2024,11,25,11,26,9,8,5,3,12,2,33,24,9,33,33,1,32,19,4,6,5,7,1,2,2,2,3,4,5
2024,11,26,0,26,7,6,1,1,10,1,27,20,7,27,27,1,26,14,3,5,4,5,1,5,5,5,4,3,1
2024,11,26,1,26,8,12,5,3,11,4,40,32,8,40,40,3,37,20,6,6,2,5,3,3,3,3,6,6,5
2024,11,26,2,26,9,8,4,1,19,4,41,32,9,41,41,5,36,23,3,8,6,5,5,4,4,4,6,4,4
2024,11,26,3,26,10,2,2,6,16,6,42,32,10,42,42,2,40,27,5,9,5,9,2,6,6,6,6,1,2
2024,11,26,4,26,8,8,1,6,13,5,36,28,8,36,36,4,32,24,5,6,3,7,4,4,4,4,3,4,1
2024,11,26,5,26,4,6,4,4,10,6,28,24,4,28,28,2,26,17,3,7,1,5,2,3,3,3,1,3,4
2024,11,26,6,26,7,8,3,4,16,2,34,27,7,34,34,4,30,23,3,8,4,10,4,3,3,3,1,4,3
2024,11,26,7,26,5,2,6,2,12,4,33,28,5,33,33,2,31,18,4,9,1,7,2,3,3,3,5,1,6
2024,11,26,8,26,6,8,4,5,12,4,34,28,6,34,34,3,31,21,4,7,2,8,3,2,2,2,3,4,4
2024,11,26,9,26,8,2,3,5,13,3,36,28,8,36,36,3,33,24,6,8,2,10,3,3,3,3,5,1,3
2024,11,26,10,26,6,10,3,4,13,1,37,31,6,37,37,3,34,18,1,5,5,8,3,6,6,6,5,5,3
2024,11,26,11,26,7,12,2,6,16,4,43,36,7,43,43,1,42,24,2,10,5,12,1,6,6,6,5,6,2
2024,11,27,0,26,2,10,1,1,7,3,25,23,2,25,25,2,23,9,1,4,1,2,2,5,5,5,5,5,1
